0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.56,-1.51,-2.01,-0.59,1.91,3.16,-2.96,-2.98,0.74,3.21,3.72,-3.88,2.72,2.45,-3.63,-0.66,1.38,2.5,-2.99,3.67,-1.28,1.77,2.5,1.57,-3.57,3.06,0.68,-3.79,-0.13,-3.61,-3.47,-0.08,2.96,-0.44,-2.16,3.92,-2.75,1.04,1.39,3.18,1.15,3.74,3.85,2.41,3.67,-0.89,1.53,3.26,0.03,-2.89,1.38
3.78,3.15,-1.35,-0.07,-0.58,-0.41,1.82,-0.96,-3.84,-2.47,-1.82,3.47,-3.08,-2.89,0.6,1.95,3.22,-2.66,0.79,3.06,2.3,3.94,0.74,0.91,-3.39,3.79,2.38,-2.62,4,-3.21,-3.48,3.94,0.33,1.14,3.35,2.41,-2.51,2.64,2.58,2.8,-2.24,2.87,1.11,-2.52,0.69,3.68,2.87,3.6,3.96,3.11,1.79
-0.72,-3.78,-1.25,-1.09,2.91,-3.34,-3.09,-3.48,2.16,-0.69,-2.64,-3.81,-3.22,1.09,-3.11,3.73,-0.41,3.14,2.51,-2.23,-1.34,2.92,-3.98,-1.2,2.92,0.2,-1.82,-3.69,-3.42,-2.86,-3.77,3.93,-1.03,-2.85,3.32,1.58,2.97,-2.52,-2.44,-1.46,2.41,0.5,-3.46,-1.99,3.4,-2.58,1.55,-3.09,-2.12,2.85,-0.06
-3.53,-2.41,-0.38,-2.92,0.2,-3.14,0.47,3.71,1.4,-3.43,-1.97,2.89,1.07,1.67,3.71,-3.21,0.05,-1.63,2.08,0.36,2.45,2.28,-1.79,-0.22,-1.29,1.67,-0.25,-3.85,1.38,2.52,-2.07,0.44,-2.6,0.61,1.25,-1.16,-2.21,-2.37,0.65,-0.84,-3.42,3.71,-1.3,-3.82,0.2,3.16,-2.72,-3.85,3.07,-0.95,-0.55
0.69,-3.03,-0.39,-2.75,-3.89,3.75,-3.59,-1.9,-2.71,0.6,0.02,-3.52,-1.23,1.64,-2.1,-2.83,0.83,-3,-2.57,-1.53,-2.61,2.7,-2.86,-3.67,1.32,0.61,-2.29,-3.02,-0.92,-2.03,1.21,3.89,-1.61,-3.98,-2.84,2.02,-2.47,-0.99,1.05,-0.26,-0.48,0.19,-2.31,0.45,-2.98,1.81,0.43,-0.02,2.31,-0.48,-2.48
0.23,0.01,2.21,-1.92,-3.65,3.83,2.65,-1,1.25,1.17,-0.03,-0.88,-1.74,0.78,1.58,-2.25,1.13,-1.89,1.58,-3,2.43,-0.68,-1.45,-0.03,-2.72,-3.7,0.86,-2.22,-2.12,1.23,0.61,1.81,3.93,-1.41,2.11,2.04,-1.01,4,-3.13,-2.89,-3.84,-1.23,0.8,-3.54,-1.37,2.32,0.38,1.83,-0.75,-1.69,2.06
3.87,-0.51,0.94,1.81,-0.89,-0.14,-2.35,-1.07,1.97,-1.35,3.38,-3.38,3.9,-1.12,0.65,-1.29,-3.37,0.43,2.88,2.81,-0.7,-3.52,3.43,2.57,-3.96,-0.8,0.68,-2.46,-1.1,-3.92,-1.44,3.2,-0.68,-1.23,1.17,0.98,-3.42,2.4,2.99,-2.84,3.11,1.86,2.87,1.25,-3.93,0.75,1.49,-1.75,-1.17,-3.25,2.8
1.12,2.67,-1.8,0.35,-3.01,2.88,-2.53,1.65,1.08,-2.53,-1.42,1.75,3.7,-3.43,3.7,3.03,1.95,0.19,-0.12,2.92,0.69,-0.04,3.51,-0.84,0.76,1.78,-3.86,3.29,2.52,1.42,1.43,3.58,-2.89,2.12,1.59,1.26,2.35,-3.14,-3.48,-0.31,-2.01,-0.98,-0.14,-2.2,1.33,2.54,1.01,2.31,1.37,3.6,0.19
-3.94,3.25,0.88,-0.74,2.27,-3.56,2.97,-1.36,3.24,-2.85,-2.24,2.02,2.55,1.15,-0.78,0,-3.9,0.04,2.38,-0.07,3.54,-2.81,3.33,0.01,2.29,-3.5,2.17,-1.96,-1.84,-1.86,-1.81,-2.93,1.24,-2.54,-0.24,-0.3,-2.22,-3.85,0.17,-2.1,0.03,-0.31,2.97,-3.81,1.16,-2.92,1.59,-0.48,2.01,-2.29,0.89
-1.32,1.62,0.47,3.15,2.99,0.8,-1.26,0.67,-1.7,0.53,-3.69,-2.25,-2.9,-1.71,-1.35,3.71,-3.73,-1.65,-0.9,-2.63,1.64,2.41,-1.68,-1.14,1.87,3.26,-3.81,-0.77,-2.16,-3.85,2.36,3.4,-0.41,3,-0.22,-0.99,2.55,-2.73,2.83,0.15,0.8,2.09,1.86,0.68,-3.29,1.55,-3.79,1.12,1.03,0.95,-0.15
-3.55,-2.21,2.16,-2.93,-2.47,-0.81,3.18,-3.03,-0.44,-1.93,0.89,1.45,-2.33,2.2,1.96,2.45,1.44,-3.1,-2.29,0.15,-0.59,-0.26,2.95,-1.07,3.11,-0.11,-3.33,-2.7,1.61,2.45,3.87,1.54,-0.5,1.35,-2.96,1.96,2.65,-1.34,3.1,0.42,1.72,-1.79,-3.13,3.79,3.67,-0.76,-3.11,-1.85,-1.24,-2.82,1.65
0.45,-0.04,-2.92,-0.04,2.77,-3.04,3.91,-0.04,-2.9,0.73,3.3,1.17,-3.5,-1.18,2.12,-3.21,-0.88,-1.09,-0.4,-1.95,-1.46,2.14,-1.79,0.83,-0.99,3.57,0.93,1.72,-3.85,-1.76,2.85,3.76,3.32,0.76,3.17,3.36,-1.4,-3.22,-1.71,0.62,-2.49,1.15,3.53,-3.38,-2.4,3.07,-0.58,1.18,-2.24,1.17,-2.11
-2.01,2.41,-3.11,1,-0.59,-1.29,1.39,2.85,2.57,-2.26,0.83,0.3,1.54,1.27,3.48,0.3,3.8,-2.5,1.54,3.14,3.57,-3.41,3.36,-0.8,-3.48,2.49,-2.13,3.04,-3.5,0.99,1.6,-1.67,-1.18,-3.56,2.33,0.81,-3.75,-0.22,-2.57,1.4,0.81,-2.32,0.02,-0.74,0.49,-2.38,3.41,-1.69,0.62,-0.25,-1.3
0.09,3.28,-3.27,-1.13,-0.75,-2.13,3.85,-1.82,-1.03,-0.11,-1.92,-3.08,-3.01,-1.66,1.05,0.9,-1.78,2.89,1.23,1.05,3.67,2.62,3.9,-3.05,0.35,1.49,-1.05,-2.99,-2.28,2.79,-1.78,2.71,2.12,-3.47,-3.26,0.05,-1.93,-1.01,-0.54,-0.59,0.56,0.08,1.76,-0.99,-2.64,3.44,-1.56,-2.28,2.85,-3.61,-3.04
3.52,-1.07,-1.09,0.54,2.62,-1.42,-0.02,-2.34,-1.49,-2.35,-2.91,1.2,0.76,2.74,3.65,2.69,-0.75,1.62,1.61,-3.87,1.34,3.12,-0.74,-2.07,1.75,-1.31,1.87,-0.25,2.81,-2.19,-2.07,-2.85,-1.57,-3.45,0.52,2.06,-1.31,0.19,3.56,0.61,-2.97,-2.16,-3.74,1.14,3.34,3.85,-1.27,-1.75,1.76,2.08,-3.12
-2.67,-3.81,-3.54,1.17,-2.26,2.26,-0.03,1.16,2.68,2.58,-2.26,1.6,-1.4,2.85,2.98,-1.95,-1.55,-2.46,-0.38,0.89,3.57,3.71,-2.47,2.58,3.03,-1.96,-3.22,-1.83,-0.03,-1.99,3.75,0.86,-0.69,2.99,1.11,1.15,-0.43,3.4,3.58,-1.95,2.11,-3.91,-1.77,-3.16,1.65,1.48,2.81,2.06,3.03,-3.9,-0.94
2.09,-0.61,-3.23,-0.8,0.54,2.23,-0.94,0.03,-0.61,1.82,1.85,-3.69,1.39,1.91,-3.46,2.87,2.25,-3.79,-0.88,0.37,-2.74,2.44,-0.52,1.46,-0.91,3.86,2.59,3.4,-1.34,0.27,1.28,-0.25,-0.09,2.75,-2.88,2.35,3.59,3.34,-2.95,1.87,-3.96,2.61,-1.47,-2.18,0.32,2.21,-0.8,3,2.63,-2.04,2.64
